FEN,Eval
gBB2/5/5/5/[] w,511
gBK2/5/5/5/[] w,10085
gB+P2/5/5/5/[] w,423
gB+S2/5/5/5/[] w,408
gB+R2/5/5/5/[] w,849
gB+B2/5/5/5/[] w,805
gBp2/5/5/5/[] w,-10
gBg2/5/5/5/[] w,-270
gBs2/5/5/5/[] w,-217
gBr2/5/5/5/[] w,-389
gBb2/5/5/5/[] w,-345
gBk2/5/5/5/[] w,-9919
gB+p2/5/5/5/[] w,-257
gB+s2/5/5/5/[] w,-242
gB+r2/5/5/5/[] w,-679
gB+b2/5/5/5/[] w,-639
gKP2/5/5/5/[] w,9757
gKG2/5/5/5/[] w,10010
gKS2/5/5/5/[] w,9957
gKR2/5/5/5/[] w,10133
gKB2/5/5/5/[] w,10085
gKK2/5/5/5/[] w,19659
gK+P2/5/5/5/[] w,9997
gK+S2/5/5/5/[] w,9982
gK+R2/5/5/5/[] w,10423
gK+B2/5/5/5/[] w,10379
gKp2/5/5/5/[] w,9564
gKg2/5/5/5/[] w,9304
gKs2/5/5/5/[] w,9357
gKr2/5/5/5/[] w,9185
gKb2/5/5/5/[] w,9229
gKk2/5/5/5/[] w,-345
gK+p2/5/5/5/[] w,9317
gK+s2/5/5/5/[] w,9332
gK+r2/5/5/5/[] w,8895
gK+b2/5/5/5/[] w,8935
g+PP2/5/5/5/[] w,97
g+PG2/5/5/5/[] w,350
g+PS2/5/5/5/[] w,297
g+PR2/5/5/5/[] w,473
g+PB2/5/5/5/[] w,425
g+PK2/5/5/5/[] w,9999
g+P+P2/5/5/5/[] w,337
g+P+S2/5/5/5/[] w,322
g+P+R2/5/5/5/[] w,763
g+P+B2/5/5/5/[] w,719
g+Pp2/5/5/5/[] w,-96
g+Pg2/5/5/5/[] w,-356
g+Ps2/5/5/5/[] w,-303
g+Pr2/5/5/5/[] w,-475
g+Pb2/5/5/5/[] w,-431
g+Pk2/5/5/5/[] w,-10005
g+P+p2/5/5/5/[] w,-343
g+P+s2/5/5/5/[] w,-328
g+P+r2/5/5/5/[] w,-765
g+P+b2/5/5/5/[] w,-725
g+SP2/5/5/5/[] w,82
g+SG2/5/5/5/[] w,335
g+SS2/5/5/5/[] w,282
g+SR2/5/5/5/[] w,458
g+SB2/5/5/5/[] w,410
g+SK2/5/5/5/[] w,9984
g+S+P2/5/5/5/[] w,322
g+S+S2/5/5/5/[] w,307
g+S+R2/5/5/5/[] w,748
g+S+B2/5/5/5/[] w,704
g+Sp2/5/5/5/[] w,-111
g+Sg2/5/5/5/[] w,-371
g+Ss2/5/5/5/[] w,-318
g+Sr2/5/5/5/[] w,-490
g+Sb2/5/5/5/[] w,-446
g+Sk2/5/5/5/[] w,-10020
g+S+p2/5/5/5/[] w,-358
g+S+s2/5/5/5/[] w,-343
g+S+r2/5/5/5/[] w,-780
g+S+b2/5/5/5/[] w,-740
g+RP2/5/5/5/[] w,521
g+RG2/5/5/5/[] w,774
g+RS2/5/5/5/[] w,721
g+RR2/5/5/5/[] w,897
g+RB2/5/5/5/[] w,849
g+RK2/5/5/5/[] w,10423
g+R+P2/5/5/5/[] w,761
g+R+S2/5/5/5/[] w,746
g+R+R2/5/5/5/[] w,1187
g+R+B2/5/5/5/[] w,1143
g+Rp2/5/5/5/[] w,328
g+Rg2/5/5/5/[] w,68
g+Rs2/5/5/5/[] w,121
g+Rr2/5/5/5/[] w,-51
g+Rb2/5/5/5/[] w,-7
g+Rk2/5/5/5/[] w,-9581
g+R+p2/5/5/5/[] w,81
g+R+s2/5/5/5/[] w,96
g+R+r2/5/5/5/[] w,-341
g+R+b2/5/5/5/[] w,-301
g+BP2/5/5/5/[] w,477
g+BG2/5/5/5/[] w,730
g+BS2/5/5/5/[] w,677
g+BR2/5/5/5/[] w,853
g+BB2/5/5/5/[] w,805
g+BK2/5/5/5/[] w,10379
g+B+P2/5/5/5/[] w,717
g+B+S2/5/5/5/[] w,702
g+B+R2/5/5/5/[] w,1143
g+B+B2/5/5/5/[] w,1099
g+Bp2/5/5/5/[] w,284
g+Bg2/5/5/5/[] w,24
g+Bs2/5/5/5/[] w,77
g+Br2/5/5/5/[] w,-95
g+Bb2/5/5/5/[] w,-51
g+Bk2/5/5/5/[] w,-9625
g+B+p2/5/5/5/[] w,37
g+B+s2/5/5/5/[] w,52
g+B+r2/5/5/5/[] w,-385
g+B+b2/5/5/5/[] w,-345
gpP2/5/5/5/[] w,-338
gpG2/5/5/5/[] w,-85
gpS2/5/5/5/[] w,-138
gpR2/5/5/5/[] w,38
gpB2/5/5/5/[] w,-10
gpK2/5/5/5/[] w,9564
gp+P2/5/5/5/[] w,-98
gp+S2/5/5/5/[] w,-113
gp+R2/5/5/5/[] w,328
gp+B2/5/5/5/[] w,284
gpp2/5/5/5/[] w,-531
gpg2/5/5/5/[] w,-791
gps2/5/5/5/[] w,-738
gpr2/5/5/5/[] w,-910
gpb2/5/5/5/[] w,-866
gpk2/5/5/5/[] w,-10440
gp+p2/5/5/5/[] w,-778
gp+s2/5/5/5/[] w,-763
gp+r2/5/5/5/[] w,-1200
gp+b2/5/5/5/[] w,-1160
ggP2/5/5/5/[] w,-596
ggG2/5/5/5/[] w,-343
ggS2/5/5/5/[] w,-396
ggR2/5/5/5/[] w,-220
ggB2/5/5/5/[] w,-268
ggK2/5/5/5/[] w,9306
gg+P2/5/5/5/[] w,-356
gg+S2/5/5/5/[] w,-371
gg+R2/5/5/5/[] w,70
gg+B2/5/5/5/[] w,26
ggp2/5/5/5/[] w,-789
ggg2/5/5/5/[] w,-1049
ggs2/5/5/5/[] w,-996
ggr2/5/5/5/[] w,-1168
ggb2/5/5/5/[] w,-1124
ggk2/5/5/5/[] w,-10698
gg+p2/5/5/5/[] w,-1036
gg+s2/5/5/5/[] w,-1021
gg+r2/5/5/5/[] w,-1458
gg+b2/5/5/5/[] w,-1418
gsP2/5/5/5/[] w,-543
gsG2/5/5/5/[] w,-290
gsS2/5/5/5/[] w,-343
gsR2/5/5/5/[] w,-167
gsB2/5/5/5/[] w,-215
gsK2/5/5/5/[] w,9359
gs+P2/5/5/5/[] w,-303
gs+S2/5/5/5/[] w,-318
gs+R2/5/5/5/[] w,123
gs+B2/5/5/5/[] w,79
gsp2/5/5/5/[] w,-736
gsg2/5/5/5/[] w,-996
gss2/5/5/5/[] w,-943
gsr2/5/5/5/[] w,-1115
gsb2/5/5/5/[] w,-1071
gsk2/5/5/5/[] w,-10645
gs+p2/5/5/5/[] w,-983
gs+s2/5/5/5/[] w,-968
gs+r2/5/5/5/[] w,-1405
gs+b2/5/5/5/[] w,-1365
grP2/5/5/5/[] w,-713
grG2/5/5/5/[] w,-460
grS2/5/5/5/[] w,-513
grR2/5/5/5/[] w,-337
grB2/5/5/5/[] w,-385
grK2/5/5/5/[] w,9189
gr+P2/5/5/5/[] w,-473
gr+S2/5/5/5/[] w,-488
gr+R2/5/5/5/[] w,-47
gr+B2/5/5/5/[] w,-91
grp2/5/5/5/[] w,-906
grg2/5/5/5/[] w,-1166
grs2/5/5/5/[] w,-1113
grr2/5/5/5/[] w,-1285
grb2/5/5/5/[] w,-1241
grk2/5/5/5/[] w,-10815
gr+p2/5/5/5/[] w,-1153
gr+s2/5/5/5/[] w,-1138
gr+r2/5/5/5/[] w,-1575
gr+b2/5/5/5/[] w,-1535
gbP2/5/5/5/[] w,-669
gbG2/5/5/5/[] w,-416
gbS2/5/5/5/[] w,-469
gbR2/5/5/5/[] w,-293
gbB2/5/5/5/[] w,-341
gbK2/5/5/5/[] w,9233
gb+P2/5/5/5/[] w,-429
gb+S2/5/5/5/[] w,-444
gb+R2/5/5/5/[] w,-3
gb+B2/5/5/5/[] w,-47
gbp2/5/5/5/[] w,-862
gbg2/5/5/5/[] w,-1122
gbs2/5/5/5/[] w,-1069
gbr2/5/5/5/[] w,-1241
gbb2/5/5/5/[] w,-1197
gbk2/5/5/5/[] w,-10771
gb+p2/5/5/5/[] w,-1109
gb+s2/5/5/5/[] w,-1094
gb+r2/5/5/5/[] w,-1531
gb+b2/5/5/5/[] w,-1491
gkP2/5/5/5/[] w,-10243
gkG2/5/5/5/[] w,-9990
gkS2/5/5/5/[] w,-10043
gkR2/5/5/5/[] w,-9867
gkB2/5/5/5/[] w,-9915
gkK2/5/5/5/[] w,-341
gk+P2/5/5/5/[] w,-10003
gk+S2/5/5/5/[] w,-10018
gk+R2/5/5/5/[] w,-9577
gk+B2/5/5/5/[] w,-9621
gkp2/5/5/5/[] w,-10436
gkg2/5/5/5/[] w,-10696
gks2/5/5/5/[] w,-10643
gkr2/5/5/5/[] w,-10815
gkb2/5/5/5/[] w,-10771
gkk2/5/5/5/[] w,-20345
gk+p2/5/5/5/[] w,-10683
gk+s2/5/5/5/[] w,-10668
gk+r2/5/5/5/[] w,-11105
gk+b2/5/5/5/[] w,-11065
g+pP2/5/5/5/[] w,-583
g+pG2/5/5/5/[] w,-330
g+pS2/5/5/5/[] w,-383
g+pR2/5/5/5/[] w,-207
g+pB2/5/5/5/[] w,-255
g+pK2/5/5/5/[] w,9319
g+p+P2/5/5/5/[] w,-343
g+p+S2/5/5/5/[] w,-358
g+p+R2/5/5/5/[] w,83
g+p+B2/5/5/5/[] w,39
g+pp2/5/5/5/[] w,-776
g+pg2/5/5/5/[] w,-1036
g+ps2/5/5/5/[] w,-983
g+pr2/5/5/5/[] w,-1155
g+pb2/5/5/5/[] w,-1111
g+pk2/5/5/5/[] w,-10685
g+p+p2/5/5/5/[] w,-1023
g+p+s2/5/5/5/[] w,-1008
g+p+r2/5/5/5/[] w,-1445
g+p+b2/5/5/5/[] w,-1405
g+sP2/5/5/5/[] w,-568
g+sG2/5/5/5/[] w,-315
g+sS2/5/5/5/[] w,-368
g+sR2/5/5/5/[] w,-192
g+sB2/5/5/5/[] w,-240
g+sK2/5/5/5/[] w,9334
g+s+P2/5/5/5/[] w,-328
g+s+S2/5/5/5/[] w,-343
g+s+R2/5/5/5/[] w,98
g+s+B2/5/5/5/[] w,54
g+sp2/5/5/5/[] w,-761
g+sg2/5/5/5/[] w,-1021
g+ss2/5/5/5/[] w,-968
g+sr2/5/5/5/[] w,-1140
g+sb2/5/5/5/[] w,-1096
g+sk2/5/5/5/[] w,-10670
g+s+p2/5/5/5/[] w,-1008
g+s+s2/5/5/5/[] w,-993
g+s+r2/5/5/5/[] w,-1430
g+s+b2/5/5/5/[] w,-1390
g+rP2/5/5/5/[] w,-1003
g+rG2/5/5/5/[] w,-750
g+rS2/5/5/5/[] w,-803
g+rR2/5/5/5/[] w,-627
g+rB2/5/5/5/[] w,-675
g+rK2/5/5/5/[] w,8899
g+r+P2/5/5/5/[] w,-763
g+r+S2/5/5/5/[] w,-778
g+r+R2/5/5/5/[] w,-337
g+r+B2/5/5/5/[] w,-381
g+rp2/5/5/5/[] w,-1196
g+rg2/5/5/5/[] w,-1456
g+rs2/5/5/5/[] w,-1403
g+rr2/5/5/5/[] w,-1575
g+rb2/5/5/5/[] w,-1531
g+rk2/5/5/5/[] w,-11105
g+r+p2/5/5/5/[] w,-1443
g+r+s2/5/5/5/[] w,-1428
g+r+r2/5/5/5/[] w,-1865
g+r+b2/5/5/5/[] w,-1825
g+bP2/5/5/5/[] w,-963
g+bG2/5/5/5/[] w,-710
g+bS2/5/5/5/[] w,-763
g+bR2/5/5/5/[] w,-587
g+bB2/5/5/5/[] w,-635
g+bK2/5/5/5/[] w,8939
g+b+P2/5/5/5/[] w,-723
g+b+S2/5/5/5/[] w,-738
g+b+R2/5/5/5/[] w,-297
g+b+B2/5/5/5/[] w,-341
g+bp2/5/5/5/[] w,-1156
g+bg2/5/5/5/[] w,-1416
g+bs2/5/5/5/[] w,-1363
g+br2/5/5/5/[] w,-1535
g+bb2/5/5/5/[] w,-1491
g+bk2/5/5/5/[] w,-11065
g+b+p2/5/5/5/[] w,-1403
g+b+s2/5/5/5/[] w,-1388
g+b+r2/5/5/5/[] w,-1825
g+b+b2/5/5/5/[] w,-1785
sPP2/5/5/5/[] w,-90
sPG2/5/5/5/[] w,163
sPS2/5/5/5/[] w,110
sPR2/5/5/5/[] w,286
sPB2/5/5/5/[] w,238
sPK2/5/5/5/[] w,9812
sP+P2/5/5/5/[] w,150
sP+S2/5/5/5/[] w,135
sP+R2/5/5/5/[] w,576
sP+B2/5/5/5/[] w,532
sPp2/5/5/5/[] w,-283
sPg2/5/5/5/[] w,-543
sPs2/5/5/5/[] w,-490
sPr2/5/5/5/[] w,-662
sPb2/5/5/5/[] w,-618
sPk2/5/5/5/[] w,-10192
sP+p2/5/5/5/[] w,-530
sP+s2/5/5/5/[] w,-515
sP+r2/5/5/5/[] w,-952
sP+b2/5/5/5/[] w,-912
sGP2/5/5/5/[] w,163
sGG2/5/5/5/[] w,416
sGS2/5/5/5/[] w,363
sGR2/5/5/5/[] w,539
sGB2/5/5/5/[] w,491
sGK2/5/5/5/[] w,10065
sG+P2/5/5/5/[] w,403
sG+S2/5/5/5/[] w,388
sG+R2/5/5/5/[] w,829
sG+B2/5/5/5/[] w,785
sGp2/5/5/5/[] w,-30
sGg2/5/5/5/[] w,-290
sGs2/5/5/5/[] w,-237
sGr2/5/5/5/[] w,-409
sGb2/5/5/5/[] w,-365
sGk2/5/5/5/[] w,-9939
sG+p2/5/5/5/[] w,-277
sG+s2/5/5/5/[] w,-262
sG+r2/5/5/5/[] w,-699
sG+b2/5/5/5/[] w,-659
sSP2/5/5/5/[] w,110
sSG2/5/5/5/[] w,363
sSS2/5/5/5/[] w,310
sSR2/5/5/5/[] w,486
sSB2/5/5/5/[] w,438
sSK2/5/5/5/[] w,10012
sS+P2/5/5/5/[] w,350
sS+S2/5/5/5/[] w,335
sS+R2/5/5/5/[] w,776
sS+B2/5/5/5/[] w,732
sSp2/5/5/5/[] w,-83
sSg2/5/5/5/[] w,-343
sSs2/5/5/5/[] w,-290
sSr2/5/5/5/[] w,-462
sSb2/5/5/5/[] w,-418
sSk2/5/5/5/[] w,-9992
sS+p2/5/5/5/[] w,-330
sS+s2/5/5/5/[] w,-315
sS+r2/5/5/5/[] w,-752
sS+b2/5/5/5/[] w,-712
sRP2/5/5/5/[] w,284
sRG2/5/5/5/[] w,537
sRS2/5/5/5/[] w,484
sRR2/5/5/5/[] w,660
sRB2/5/5/5/[] w,612
sRK2/5/5/5/[] w,10186
sR+P2/5/5/5/[] w,524
sR+S2/5/5/5/[] w,509
sR+R2/5/5/5/[] w,950
sR+B2/5/5/5/[] w,906
sRp2/5/5/5/[] w,91
sRg2/5/5/5/[] w,-169
sRs2/5/5/5/[] w,-116
sRr2/5/5/5/[] w,-288
sRb2/5/5/5/[] w,-244
sRk2/5/5/5/[] w,-9818
sR+p2/5/5/5/[] w,-156
sR+s2/5/5/5/[] w,-141
sR+r2/5/5/5/[] w,-578
sR+b2/5/5/5/[] w,-538
sBP2/5/5/5/[] w,236
sBG2/5/5/5/[] w,489
sBS2/5/5/5/[] w,436
sBR2/5/5/5/[] w,612
sBB2/5/5/5/[] w,564
sBK2/5/5/5/[] w,10138
sB+P2/5/5/5/[] w,476
sB+S2/5/5/5/[] w,461
sB+R2/5/5/5/[] w,902
sB+B2/5/5/5/[] w,858
sBp2/5/5/5/[] w,43
sBg2/5/5/5/[] w,-217
sBs2/5/5/5/[] w,-164
sBr2/5/5/5/[] w,-336
sBb2/5/5/5/[] w,-292
sBk2/5/5/5/[] w,-9866
sB+p2/5/5/5/[] w,-204
sB+s2/5/5/5/[] w,-189
sB+r2/5/5/5/[] w,-626
sB+b2/5/5/5/[] w,-586
sKP2/5/5/5/[] w,9810
sKG2/5/5/5/[] w,10063
sKS2/5/5/5/[] w,10010
sKR2/5/5/5/[] w,10186
sKB2/5/5/5/[] w,10138
sKK2/5/5/5/[] w,19712
sK+P2/5/5/5/[] w,10050
sK+S2/5/5/5/[] w,10035
sK+R2/5/5/5/[] w,10476
sK+B2/5/5/5/[] w,10432
sKp2/5/5/5/[] w,9617
sKg2/5/5/5/[] w,9357
sKs2/5/5/5/[] w,9410
sKr2/5/5/5/[] w,9238
sKb2/5/5/5/[] w,9282
sKk2/5/5/5/[] w,-292
sK+p2/5/5/5/[] w,9370
sK+s2/5/5/5/[] w,9385
sK+r2/5/5/5/[] w,8948
sK+b2/5/5/5/[] w,8988
s+PP2/5/5/5/[] w,150
s+PG2/5/5/5/[] w,403
s+PS2/5/5/5/[] w,350
s+PR2/5/5/5/[] w,526
s+PB2/5/5/5/[] w,478
s+PK2/5/5/5/[] w,10052
s+P+P2/5/5/5/[] w,390
s+P+S2/5/5/5/[] w,375
s+P+R2/5/5/5/[] w,816
s+P+B2/5/5/5/[] w,772
s+Pp2/5/5/5/[] w,-43
s+Pg2/5/5/5/[] w,-303
s+Ps2/5/5/5/[] w,-250
s+Pr2/5/5/5/[] w,-422
s+Pb2/5/5/5/[] w,-378
s+Pk2/5/5/5/[] w,-9952
s+P+p2/5/5/5/[] w,-290
s+P+s2/5/5/5/[] w,-275
s+P+r2/5/5/5/[] w,-712
s+P+b2/5/5/5/[] w,-672
s+SP2/5/5/5/[] w,135
s+SG2/5/5/5/[] w,388
s+SS2/5/5/5/[] w,335
s+SR2/5/5/5/[] w,511
s+SB2/5/5/5/[] w,463
s+SK2/5/5/5/[] w,10037
s+S+P2/5/5/5/[] w,375
s+S+S2/5/5/5/[] w,360
s+S+R2/5/5/5/[] w,801
s+S+B2/5/5/5/[] w,757
s+Sp2/5/5/5/[] w,-58
s+Sg2/5/5/5/[] w,-318
s+Ss2/5/5/5/[] w,-265
s+Sr2/5/5/5/[] w,-437
s+Sb2/5/5/5/[] w,-393
s+Sk2/5/5/5/[] w,-9967
s+S+p2/5/5/5/[] w,-305
s+S+s2/5/5/5/[] w,-290
s+S+r2/5/5/5/[] w,-727
s+S+b2/5/5/5/[] w,-687
s+RP2/5/5/5/[] w,574
s+RG2/5/5/5/[] w,827
s+RS2/5/5/5/[] w,774
s+RR2/5/5/5/[] w,950
s+RB2/5/5/5/[] w,902
s+RK2/5/5/5/[] w,10476
s+R+P2/5/5/5/[] w,814
s+R+S2/5/5/5/[] w,799
s+R+R2/5/5/5/[] w,1240
s+R+B2/5/5/5/[] w,1196
s+Rp2/5/5/5/[] w,381
s+Rg2/5/5/5/[] w,121
s+Rs2/5/5/5/[] w,174
s+Rr2/5/5/5/[] w,2
s+Rb2/5/5/5/[] w,46
s+Rk2/5/5/5/[] w,-9528
s+R+p2/5/5/5/[] w,134
s+R+s2/5/5/5/[] w,149
s+R+r2/5/5/5/[] w,-288
s+R+b2/5/5/5/[] w,-248
s+BP2/5/5/5/[] w,530
s+BG2/5/5/5/[] w,783
s+BS2/5/5/5/[] w,730
s+BR2/5/5/5/[] w,906
s+BB2/5/5/5/[] w,858
s+BK2/5/5/5/[] w,10432
s+B+P2/5/5/5/[] w,770
s+B+S2/5/5/5/[] w,755
s+B+R2/5/5/5/[] w,1196
s+B+B2/5/5/5/[] w,1152
s+Bp2/5/5/5/[] w,337
s+Bg2/5/5/5/[] w,77
s+Bs2/5/5/5/[] w,130
s+Br2/5/5/5/[] w,-42
s+Bb2/5/5/5/[] w,2
s+Bk2/5/5/5/[] w,-9572
s+B+p2/5/5/5/[] w,90
s+B+s2/5/5/5/[] w,105
s+B+r2/5/5/5/[] w,-332
s+B+b2/5/5/5/[] w,-292
spP2/5/5/5/[] w,-285
spG2/5/5/5/[] w,-32
spS2/5/5/5/[] w,-85
spR2/5/5/5/[] w,91
spB2/5/5/5/[] w,43
spK2/5/5/5/[] w,9617
sp+P2/5/5/5/[] w,-45
sp+S2/5/5/5/[] w,-60
sp+R2/5/5/5/[] w,381
sp+B2/5/5/5/[] w,337
spp2/5/5/5/[] w,-478
spg2/5/5/5/[] w,-738
sps2/5/5/5/[] w,-685
spr2/5/5/5/[] w,-857
spb2/5/5/5/[] w,-813
spk2/5/5/5/[] w,-10387
sp+p2/5/5/5/[] w,-725
sp+s2/5/5/5/[] w,-710
sp+r2/5/5/5/[] w,-1147
sp+b2/5/5/5/[] w,-1107
sgP2/5/5/5/[] w,-543
sgG2/5/5/5/[] w,-290
sgS2/5/5/5/[] w,-343
sgR2/5/5/5/[] w,-167
sgB2/5/5/5/[] w,-215
sgK2/5/5/5/[] w,9359
sg+P2/5/5/5/[] w,-303
sg+S2/5/5/5/[] w,-318
sg+R2/5/5/5/[] w,123
sg+B2/5/5/5/[] w,79
sgp2/5/5/5/[] w,-736
sgg2/5/5/5/[] w,-996
sgs2/5/5/5/[] w,-943
sgr2/5/5/5/[] w,-1115
sgb2/5/5/5/[] w,-1071
sgk2/5/5/5/[] w,-10645
sg+p2/5/5/5/[] w,-983
sg+s2/5/5/5/[] w,-968
sg+r2/5/5/5/[] w,-1405
sg+b2/5/5/5/[] w,-1365
ssP2/5/5/5/[] w,-490
ssG2/5/5/5/[] w,-237
ssS2/5/5/5/[] w,-290
ssR2/5/5/5/[] w,-114
ssB2/5/5/5/[] w,-162
ssK2/5/5/5/[] w,9412
ss+P2/5/5/5/[] w,-250
ss+S2/5/5/5/[] w,-265
ss+R2/5/5/5/[] w,176
ss+B2/5/5/5/[] w,132
ssp2/5/5/5/[] w,-683
ssg2/5/5/5/[] w,-943
sss2/5/5/5/[] w,-890
ssr2/5/5/5/[] w,-1062
ssb2/5/5/5/[] w,-1018
ssk2/5/5/5/[] w,-10592
ss+p2/5/5/5/[] w,-930
ss+s2/5/5/5/[] w,-915
ss+r2/5/5/5/[] w,-1352
ss+b2/5/5/5/[] w,-1312
srP2/5/5/5/[] w,-660
srG2/5/5/5/[] w,-407
srS2/5/5/5/[] w,-460
srR2/5/5/5/[] w,-284
srB2/5/5/5/[] w,-332
srK2/5/5/5/[] w,9242
sr+P2/5/5/5/[] w,-420
sr+S2/5/5/5/[] w,-435
sr+R2/5/5/5/[] w,6
sr+B2/5/5/5/[] w,-38
srp2/5/5/5/[] w,-853
srg2/5/5/5/[] w,-1113
srs2/5/5/5/[] w,-1060
srr2/5/5/5/[] w,-1232
srb2/5/5/5/[] w,-1188
srk2/5/5/5/[] w,-10762
sr+p2/5/5/5/[] w,-1100
sr+s2/5/5/5/[] w,-1085
sr+r2/5/5/5/[] w,-1522
sr+b2/5/5/5/[] w,-1482
sbP2/5/5/5/[] w,-616
sbG2/5/5/5/[] w,-363
sbS2/5/5/5/[] w,-416
sbR2/5/5/5/[] w,-240
sbB2/5/5/5/[] w,-288
sbK2/5/5/5/[] w,9286
sb+P2/5/5/5/[] w,-376
sb+S2/5/5/5/[] w,-391
sb+R2/5/5/5/[] w,50
sb+B2/5/5/5/[] w,6
sbp2/5/5/5/[] w,-809
sbg2/5/5/5/[] w,-1069
sbs2/5/5/5/[] w,-1016
sbr2/5/5/5/[] w,-1188
sbb2/5/5/5/[] w,-1144
sbk2/5/5/5/[] w,-10718
sb+p2/5/5/5/[] w,-1056
sb+s2/5/5/5/[] w,-1041
sb+r2/5/5/5/[] w,-1478
sb+b2/5/5/5/[] w,-1438
skP2/5/5/5/[] w,-10190
skG2/5/5/5/[] w,-9937
skS2/5/5/5/[] w,-9990
skR2/5/5/5/[] w,-9814
skB2/5/5/5/[] w,-9862
skK2/5/5/5/[] w,-288
sk+P2/5/5/5/[] w,-9950
sk+S2/5/5/5/[] w,-9965
sk+R2/5/5/5/[] w,-9524
sk+B2/5/5/5/[] w,-9568
skp2/5/5/5/[] w,-10383
skg2/5/5/5/[] w,-10643
sks2/5/5/5/[] w,-10590
skr2/5/5/5/[] w,-10762
skb2/5/5/5/[] w,-10718
skk2/5/5/5/[] w,-20292
sk+p2/5/5/5/[] w,-10630
sk+s2/5/5/5/[] w,-10615
sk+r2/5/5/5/[] w,-11052
sk+b2/5/5/5/[] w,-11012
s+pP2/5/5/5/[] w,-530
s+pG2/5/5/5/[] w,-277
s+pS2/5/5/5/[] w,-330
s+pR2/5/5/5/[] w,-154
s+pB2/5/5/5/[] w,-202
s+pK2/5/5/5/[] w,9372
s+p+P2/5/5/5/[] w,-290
s+p+S2/5/5/5/[] w,-305
s+p+R2/5/5/5/[] w,136
s+p+B2/5/5/5/[] w,92
s+pp2/5/5/5/[] w,-723
s+pg2/5/5/5/[] w,-983
s+ps2/5/5/5/[] w,-930
s+pr2/5/5/5/[] w,-1102
s+pb2/5/5/5/[] w,-1058
s+pk2/5/5/5/[] w,-10632
s+p+p2/5/5/5/[] w,-970
s+p+s2/5/5/5/[] w,-955
s+p+r2/5/5/5/[] w,-1392
s+p+b2/5/5/5/[] w,-1352
s+sP2/5/5/5/[] w,-515
s+sG2/5/5/5/[] w,-262
s+sS2/5/5/5/[] w,-315
s+sR2/5/5/5/[] w,-139
s+sB2/5/5/5/[] w,-187
s+sK2/5/5/5/[] w,9387
s+s+P2/5/5/5/[] w,-275
s+s+S2/5/5/5/[] w,-290
s+s+R2/5/5/5/[] w,151
s+s+B2/5/5/5/[] w,107
s+sp2/5/5/5/[] w,-708
s+sg2/5/5/5/[] w,-968
s+ss2/5/5/5/[] w,-915
s+sr2/5/5/5/[] w,-1087
s+sb2/5/5/5/[] w,-1043
s+sk2/5/5/5/[] w,-10617
s+s+p2/5/5/5/[] w,-955
s+s+s2/5/5/5/[] w,-940
s+s+r2/5/5/5/[] w,-1377
s+s+b2/5/5/5/[] w,-1337
s+rP2/5/5/5/[] w,-950
s+rG2/5/5/5/[] w,-697
s+rS2/5/5/5/[] w,-750
s+rR2/5/5/5/[] w,-574
s+rB2/5/5/5/[] w,-622
s+rK2/5/5/5/[] w,8952
s+r+P2/5/5/5/[] w,-710
s+r+S2/5/5/5/[] w,-725
s+r+R2/5/5/5/[] w,-284
s+r+B2/5/5/5/[] w,-328
s+rp2/5/5/5/[] w,-1143
s+rg2/5/5/5/[] w,-1403
s+rs2/5/5/5/[] w,-1350
s+rr2/5/5/5/[] w,-1522
s+rb2/5/5/5/[] w,-1478
s+rk2/5/5/5/[] w,-11052
s+r+p2/5/5/5/[] w,-1390
s+r+s2/5/5/5/[] w,-1375
s+r+r2/5/5/5/[] w,-1812
s+r+b2/5/5/5/[] w,-1772
s+bP2/5/5/5/[] w,-910
s+bG2/5/5/5/[] w,-657
s+bS2/5/5/5/[] w,-710
s+bR2/5/5/5/[] w,-534
s+bB2/5/5/5/[] w,-582
s+bK2/5/5/5/[] w,8992
s+b+P2/5/5/5/[] w,-670
s+b+S2/5/5/5/[] w,-685
s+b+R2/5/5/5/[] w,-244
s+b+B2/5/5/5/[] w,-288
s+bp2/5/5/5/[] w,-1103
s+bg2/5/5/5/[] w,-1363
s+bs2/5/5/5/[] w,-1310
s+br2/5/5/5/[] w,-1482
s+bb2/5/5/5/[] w,-1438
s+bk2/5/5/5/[] w,-11012
s+b+p2/5/5/5/[] w,-1350
s+b+s2/5/5/5/[] w,-1335
s+b+r2/5/5/5/[] w,-1772
s+b+b2/5/5/5/[] w,-1732
rPP2/5/5/5/[] w,-272
rPG2/5/5/5/[] w,-19
rPS2/5/5/5/[] w,-72
rPR2/5/5/5/[] w,104
rPB2/5/5/5/[] w,56
rPK2/5/5/5/[] w,9630
rP+P2/5/5/5/[] w,-32
rP+S2/5/5/5/[] w,-47
rP+R2/5/5/5/[] w,394
rP+B2/5/5/5/[] w,350
rPp2/5/5/5/[] w,-465
rPg2/5/5/5/[] w,-725
rPs2/5/5/5/[] w,-672
rPr2/5/5/5/[] w,-844
rPb2/5/5/5/[] w,-800
rPk2/5/5/5/[] w,-10374
rP+p2/5/5/5/[] w,-712
rP+s2/5/5/5/[] w,-697
rP+r2/5/5/5/[] w,-1134
rP+b2/5/5/5/[] w,-1094
rGP2/5/5/5/[] w,-19
rGG2/5/5/5/[] w,234
rGS2/5/5/5/[] w,181
rGR2/5/5/5/[] w,357
rGB2/5/5/5/[] w,309
rGK2/5/5/5/[] w,9883
